	GAME_ID	MATCHUP	WL	LEFT_ELO	RIGHT_ELO
2292	0021400086	BOS @ CHI	W	-149.0	242.34000000000003
2290	0021400088	MEM @ MIL	L	445.74999999999994	-383.17
2289	0021400085	MIA vs. MIN	W	166.59000000000003	-143.17000000000002
2287	0021400083	IND vs. WAS	L	-484.0	529.0
2281	0021400094	DAL vs. MIA	L	209.0	306.59000000000003
2280	0021400096	POR vs. DEN	W	425.17	-549.0
2279	0021400093	TOR vs. PHI	W	533.5899999999999	-1100.75
2278	0021400091	DET vs. UTA	L	-156.58999999999997	-268.59000000000003
2277	0021400095	GSW @ PHX	L	400.74999999999994	43.58999999999999
2276	0021400092	SAC @ OKC	L	129.0	-58.59
2274	0021400090	ORL @ BKN	L	-345.75	174.82999999999998
2273	0021400097	LAL vs. CHA	W	-440.75	6.000000000000014
2265	0021400100	ATL @ NYK	W	-7.340000000000018	-533.29
2264	0021400098	NOP @ CLE	L	-79.82999999999998	-57.34000000000003
2263	0021400099	IND vs. UTA	W	-167.75	-196.71000000000004
2262	0021400102	LAC vs. SAS	L	268.59000000000003	133.17000000000002
2261	0021400101	DET @ CHI	L	-296.59	241.09000000000003
2255	0021400104	MEM vs. LAL	W	365.12999999999994	-360.75
2254	0021400103	TOR vs. ORL	W	667.3399999999999	-408.87
2252	0021400106	SAC @ DAL	L	-22.25	137.12
2251	0021400105	OKC @ MIL	L	-57.34	-236.29000000000002
2248	0021400107	POR vs. CHA	W	267.67	-136.5
2247	0021400108	GSW vs. SAS	L	245.74999999999994	278.17
2243	0021400112	IND @ MIA	W	-15.530000000000001	294.71000000000004
2242	0021400116	BKN @ PHX	L	164.82999999999998	186.08999999999997
2241	0021400114	NOP vs. LAL	W	-74.82999999999998	-494.5
2240	0021400117	HOU @ MIN	W	405.13	-283.17
2239	0021400109	WAS vs. DET	W	292.12	-434.71
2237	0021400111	OKC @ BOS	W	-44.010000000000005	-154.0
2236	0021400115	POR @ DEN	W	408.23	-684.0
2235	0021400113	NYK vs. ORL	L	-669.96	-20.54000000000002
2234	0021400110	UTA @ ATL	L	-337.27000000000004	137.65999999999997
2225	0021400121	GSW vs. BKN	W	244.49999999999994	17.94999999999999
2224	0021400119	CHI @ TOR	W	377.76000000000005	350.11999999999995
2223	0021400120	DAL vs. PHI	W	277.68	-1230.13
2219	0021400118	MEM vs. SAC	W	497.9099999999999	-170.57999999999998
2217	0021400122	DEN @ IND	W	-367.75	-16.03
2216	0021400127	HOU vs. PHI	W	537.91	-1359.02
2215	0021400124	MIA @ ATL	L	146.38000000000005	280.15999999999997
2214	0021400131	SAS @ LAL	W	420.67	-627.28
2213	0021400129	DET @ OKC	W	-346.38	30.489999999999995
2210	0021400128	MIN @ NOP	L	-421.29	67.67000000000002
2208	0021400126	UTA @ NYK	W	123.72999999999996	-805.46
2207	0021400123	MIL @ ORL	L	-241.85000000000002	-246.04000000000002
2205	0021400130	PHX vs. CHA	L	176.64999999999998	-127.05999999999999
2202	0021400125	CLE @ BOS	W	87.65999999999997	-296.5
2197	0021400136	DET @ MEM	L	-421.88	629.9099999999999
2196	0021400137	MIN @ DAL	L	-557.96	416.68
2194	0021400135	IND @ CHI	W	-78.76	363.26000000000005
2193	0021400140	GSW vs. CHA	W	381.16999999999996	-131.06
2192	0021400132	WAS vs. ORL	W	428.79	-248.77
2191	0021400141	LAC vs. PHX	W	196.71000000000004	30.649999999999977
2190	0021400139	SAC vs. SAS	W	-91.58	336.23
2189	0021400138	BKN @ POR	L	-126.49000000000001	547.23
2186	0021400133	ATL @ CLE	L	120.71999999999998	230.15999999999997
2185	0021400134	UTA @ TOR	L	-254.00000000000003	347.11999999999995
2177	0021400142	NYK vs. DEN	W	-415.01000000000005	-290.53
2176	0021400145	LAL vs. GSW	L	-759.28	516.67
2175	0021400143	MIA vs. MIL	L	0.3800000000000523	-159.35000000000002
2172	0021400144	OKC vs. HOU	L	-107.24000000000001	669.91
2169	0021400148	BOS vs. PHX	L	-437.06	186.55999999999997
2168	0021400154	LAC vs. CHI	L	262.27000000000004	287.81000000000006
2167	0021400146	CHA vs. DAL	L	-196.96999999999997	554.4100000000001
2166	0021400153	NOP @ POR	L	58.23000000000002	684.96
2164	0021400151	HOU @ MEM	L	576.27	761.2699999999999
2163	0021400150	ORL @ DET	W	-313.34999999999997	-409.61
2162	0021400152	SAS vs. PHI	W	1015.23	-1487.52
2156	0021400149	MIA @ BKN	W	81.29000000000005	-268.99
2155	0021400147	CLE vs. DEN	L	70.71999999999997	-351.03
2151	0021400156	NYK @ MIL	L	-413.76000000000005	-165.26000000000002
2150	0021400155	LAL @ ATL	W	-515.64	-25.280000000000015
2149	0021400158	SAC vs. NOP	L	-25.669999999999998	-12.769999999999982
2148	0021400157	OKC @ UTA	L	-243.91000000000003	-168.57999999999998
2143	0021400159	SAS @ CLE	W	406.14000000000004	-75.28000000000003
2142	0021400165	DET vs. PHX	L	-546.28	179.05999999999997
2141	0021400160	IND vs. CHA	W	69.57	-336.54999999999995
2139	0021400166	TOR vs. MEM	W	481.66999999999996	517.0999999999999
2138	0021400168	DEN vs. OKC	W	-200.57999999999998	-379.68000000000006
2137	0021400161	LAC @ ORL	W	191.27000000000004	-241.80999999999997
2135	0021400162	BOS @ PHI	W	-351.06	-1615.7
2134	0021400167	MIN vs. NYK	W	-318.46000000000004	-474.53000000000003
2131	0021400169	HOU vs. LAL	L	422.09999999999997	-436.46999999999997
2130	0021400164	BKN vs. MIL	L	-409.9	-22.76000000000002
2128	0021400163	WAS vs. DAL	L	39.29000000000002	691.08
2121	0021400170	LAC @ MIA	W	332.18000000000006	73.79000000000005
2120	0021400171	SAC vs. CHI	W	-96.09	349.4800000000001
2117	0021400179	WAS vs. CLE	W	413.84000000000003	-219.37000000000003
2116	0021400176	MEM vs. BOS	W	512.4799999999999	-278.79
2115	0021400174	ATL vs. DET	W	-19.370000000000015	-682.05
2114	0021400181	DEN vs. NOP	W	-52.25	53.140000000000015
2113	0021400175	MIL @ TOR	L	-106.61000000000001	615.42
2112	0021400180	DAL vs. LAL	W	826.85	-809.55
2110	0021400182	GSW vs. UTA	W	651.22	-472.03999999999996
2109	0021400173	PHX @ PHI	W	320.21	-1743.62
2107	0021400177	SAS @ MIN	W	545.72	-243.01000000000005
2106	0021400183	POR vs. CHI	W	821.6300000000001	200.25000000000006
2102	0021400172	ORL @ CHA	W	-306.80999999999995	-475.01
2101	0021400178	BKN @ OKC	W	-174.48000000000002	-514.6800000000001
2093	0021400192	NOP @ UTA	W	-17.279999999999987	-387.03999999999996
2092	0021400186	CLE vs. TOR	L	-361.87	748.5
2091	0021400191	BKN @ SAS	L	-102.94000000000003	684.1800000000001
2090	0021400187	PHI @ NYK	L	-1871.31	-459.53000000000003
2089	0021400189	SAC @ MIN	W	45.059999999999995	-379.68000000000006
2088	0021400185	MIA @ ORL	W	79.94000000000005	-235.80999999999995
2087	0021400184	PHX @ IND	W	460.21	66.10999999999999
2081	0021400190	WAS @ MIL	W	400.51000000000005	-251.61
2080	0021400188	DAL @ HOU	L	511.85	420.17999999999995
2075	0021400193	MEM vs. LAC	W	644.9799999999999	321.76000000000005
2074	0021400196	OKC vs. GSW	L	-649.01	784.97
2073	0021400195	CHA @ MIA	L	-612.51	222.44000000000005
2072	0021400197	DEN @ LAL	W	94.28999999999999	-569.55
2069	0021400194	BOS vs. POR	L	-418.37	957.4000000000001
2065	0021400201	PHX @ TOR	L	299.21	881.0
2064	0021400198	CHA vs. LAC	L	-749.1800000000001	250.22000000000006
2062	0021400203	IND @ DAL	W	76.10999999999999	361.18
2061	0021400204	UTA vs. CHI	L	-526.04	202.75000000000006
2060	0021400199	CLE vs. ORL	W	-203.02000000000004	-376.11999999999995
2059	0021400202	HOU vs. NYK	W	555.18	-458.86
2056	0021400200	PHI vs. POR	L	-1998.81	1092.4
2051	0021400205	WAS vs. ATL	L	311.28000000000003	123.12999999999998
2050	0021400207	DET @ MIL	L	-817.05	-245.28000000000003
2048	0021400208	NOP vs. SAC	L	48.87000000000001	185.06
2046	0021400209	DEN vs. CHI	W	239.29	266.75000000000006
2045	0021400206	MIA vs. GSW	L	-161.22999999999996	918.0500000000001
2041	0021400210	POR @ CHA	W	1226.73	-885.12
2040	0021400215	TOR @ ATL	W	1013.0	114.27999999999997
2039	0021400222	LAL vs. MEM	L	-703.88	776.9799999999999
2038	0021400212	ORL vs. GSW	L	-515.53	1050.5500000000002
2037	0021400213	PHI vs. BKN	L	-2126.1400000000003	-167.94000000000003
2036	0021400220	SAS vs. IND	W	821.6800000000001	72.10999999999999
2035	0021400218	MIL @ MIN	W	-102.78000000000003	-515.45
2033	0021400214	NYK @ DAL	L	-519.8	362.12
2031	0021400221	DEN @ PHX	L	7.959999999999994	227.32999999999998
2030	0021400219	UTA @ OKC	L	-664.16	-332.76000000000005
2025	0021400217	SAC @ HOU	L	-50.94	689.51
2022	0021400216	LAC @ DET	W	390.22	-951.38
2021	0021400211	WAS @ CLE	L	236.28000000000003	-58.02000000000004
2015	0021400226	DET vs. MIL	L	-1085.13	38.68999999999997
2014	0021400225	ATL vs. NOP	W	44.27999999999997	-96.13
2013	0021400227	DAL @ TOR	W	499.47	619.56
2012	0021400228	LAC @ HOU	W	529.22	598.26
2009	0021400229	OKC vs. NYK	W	-181.00000000000006	-655.09
2008	0021400224	CHA vs. GSW	L	-1020.4100000000001	1182.5500000000002
2007	0021400231	SAC @ SAS	L	-47.81999999999999	958.35
2006	0021400233	POR vs. MEM	L	685.4800000000001	908.5399999999998
2005	0021400234	LAL vs. MIN	L	-837.63	-200.45000000000005
2001	0021400230	IND vs. ORL	W	231.79999999999998	-654.14
1997	0021400232	PHX @ DEN	L	291.74	-59.540000000000006
1994	0021400223	CHI @ BOS	W	344.87000000000006	-556.8299999999999
1991	0021400237	CHA @ ATL	L	-1155.13	185.60999999999996
1990	0021400236	WAS vs. NOP	W	387.95000000000005	-239.8
1989	0021400238	CLE vs. IND	W	85.64999999999996	-72.61000000000001
1988	0021400239	LAC @ UTA	W	667.34	-801.51
1987	0021400235	DAL @ PHI	W	636.1400000000001	-2253.33
1982	0021400240	HOU @ MIL	W	521.5	-45.75000000000003
1979	0021400243	GSW @ DET	W	1314.1100000000001	-1218.37
1978	0021400246	PHX vs. ORL	L	145.35000000000002	-492.03
1977	0021400247	POR vs. MIN	W	608.7200000000001	-349.78000000000003
1976	0021400244	MEM @ SAC	W	1039.7199999999998	-193.41
1975	0021400241	SAS @ BOS	W	1094.29	-694.3299999999999
1974	0021400245	MIA @ NYK	W	144.08000000000004	-789.8100000000001
1973	0021400248	TOR @ LAL	L	540.7399999999999	-670.87
1965	0021400242	CHI @ BKN	W	334.2800000000001	-171.94000000000003
1963	0021400252	MIN @ LAC	L	-485.72	804.69
1962	0021400250	WAS vs. MIA	W	376.07000000000005	210.55000000000004
1961	0021400251	DEN @ UTA	W	83.99	-938.18
1957	0021400249	SAS @ PHI	W	1229.58	-2380.3900000000003
1955	0021400256	NYK vs. BKN	L	-924.0200000000001	-162.25000000000003
1954	0021400262	GSW vs. ORL	W	1445.29	-1094.28
1953	0021400258	OKC @ NOP	L	-180.72000000000006	-157.3
1952	0021400257	DAL @ CHI	W	772.19	322.8900000000001
1951	0021400261	SAC vs. TOR	L	-337.85	763.5199999999999
1950	0021400253	CLE vs. MIL	W	228.14999999999998	-191.01000000000005
1948	0021400260	IND @ PHX	L	-63.170000000000016	225.09000000000003
1944	0021400254	ATL vs. BOS	W	325.91999999999996	-830.9999999999999
1943	0021400259	POR @ DEN	W	743.4400000000002	76.49
1938	0021400255	DET vs. LAL	L	-1351.15	-518.65
1935	0021400272	LAC vs. ORL	W	941.36	-557.6099999999999
1934	0021400271	TOR @ UTA	W	672.7299999999999	-1074.23
1933	0021400263	CHA vs. CHI	L	-1289.3400000000001	250.7800000000001
1932	0021400264	LAL @ WAS	L	-517.86	513.4200000000001
1931	0021400269	MIL vs. DAL	L	-335.26000000000005	907.69
1930	0021400270	PHI @ MIN	W	-1007.3300000000002	-621.01
1929	0021400268	HOU vs. MEM	W	656.22	720.5499999999998
1927	0021400265	BOS vs. DET	W	-591.9399999999999	-1483.52
1924	0021400266	SAS @ BKN	L	689.3000000000001	-16.660000000000025
1919	0021400267	MIA vs. ATL	L	66.11000000000004	465.3299999999999
1915	0021400274	POR vs. IND	W	877.6500000000002	-202.91000000000003
1914	0021400273	NYK vs. CLE	L	-1057.77	369.61999999999995
1911	0021400275	NOP @ GSW	L	-88.77000000000001	1576.12
1909	0021400282	SAS @ MEM	W	688.5100000000001	641.0799999999998
1908	0021400279	LAL @ BOS	L	-653.36	-442.2299999999999
1907	0021400278	DEN @ WAS	L	-66.93	650.0900000000001
1906	0021400285	MIL vs. MIA	W	-103.59000000000003	-77.30999999999996
1903	0021400283	MIN vs. HOU	L	-755.73	790.4300000000001
1902	0021400276	CHA vs. NYK	W	-223.09000000000015	-1191.1000000000001
1901	0021400280	ATL @ BKN	W	603.9399999999999	-322.22
1898	0021400287	IND @ SAC	L	-341.91	43.73000000000002
1896	0021400281	TOR vs. CLE	L	281.4799999999999	510.17999999999995
1895	0021400286	UTA vs. ORL	L	-1209.73	-545.3399999999999
1893	0021400277	OKC @ PHI	W	-241.77000000000007	-1074.17
1889	0021400284	PHX @ DAL	W	290.84000000000003	667.69
1885	0021400290	PHX @ HOU	L	55.84000000000003	924.1800000000001
1884	0021400291	SAS vs. MIN	W	824.0100000000001	-889.94
1882	0021400288	PHI @ DET	W	-1127.67	-1615.52
1881	0021400289	GSW @ CHI	W	1706.65	314.7800000000001
1880	0021400293	LAC vs. NOP	W	1077.4099999999999	-231.27
1878	0021400292	SAC vs. ORL	L	-188.76999999999998	-397.50999999999993
1873	0021400294	BOS vs. WAS	W	-293.8999999999999	336.1400000000001
1872	0021400296	MIA @ MEM	L	-219.80999999999995	863.0799999999998
1871	0021400295	ATL vs. DEN	W	741.8299999999999	-209.43
1870	0021400300	LAL vs. NOP	L	-788.36	-222.85000000000002
1869	0021400299	POR @ NYK	W	1011.4000000000002	-1324.0500000000002
1868	0021400297	DET vs. OKC	L	-1747.19	-92.27000000000007
1862	0021400298	DAL vs. MIL	W	592.24	-186.09000000000003
1859	0021400307	LAC vs. PHX	W	1212.9099999999999	135.16000000000003
1858	0021400305	MIN vs. GSW	L	-1023.69	1836.9
1856	0021400303	BKN vs. CLE	L	-163.8	649.92
1855	0021400302	BOS @ WAS	L	-371.7899999999999	411.6400000000001
1852	0021400301	ATL @ IND	W	879.0799999999999	-480.24
1851	0021400306	SAC vs. UTA	W	-182.09999999999997	-1344.73
1849	0021400304	DEN @ TOR	L	-351.1	804.81
1845	0021400313	MIA @ PHX	W	-61.47999999999996	-9.619999999999976
1844	0021400310	DAL @ MEM	L	652.89	771.4099999999999
1842	0021400311	NYK @ NOP	L	-1456.6600000000003	-78.60000000000002
1841	0021400309	DET vs. POR	L	-1878.55	1144.7300000000002
1840	0021400315	LAL vs. SAC	W	-697.91	-114.59999999999997
1838	0021400314	UTA vs. SAS	W	-804.2799999999999	809.0100000000001
1836	0021400312	OKC vs. MIL	W	56.05999999999993	-329.35
1833	0021400308	CLE vs. TOR	W	788.92	114.3599999999999
1829	0021400318	ORL vs. WAS	L	-400.62999999999994	548.3100000000002
1828	0021400320	BKN @ CHI	L	-304.55	243.11000000000007
1827	0021400324	GSW vs. HOU	W	1966.9	-217.4899999999999
1824	0021400321	POR @ MIN	L	902.6800000000003	-707.0200000000001
1823	0021400317	IND vs. LAC	L	-617.97	1347.9099999999999
1821	0021400325	MIA @ DEN	L	7.6100000000000385	-192.01000000000002
1820	0021400316	CHA vs. BOS	W	-521.4200000000002	-510.7899999999999
1817	0021400323	DAL vs. NOP	W	578.1	-85.27000000000002
1815	0021400322	SAS vs. NYK	W	1408.56	-1588.9500000000003
1814	0021400319	ATL vs. PHI	W	1015.75	-1571.0
1809	0021400327	SAC vs. HOU	L	-257.85999999999996	680.4600000000002
1807	0021400326	OKC vs. CLE	W	203.32999999999993	327.24999999999994
1805	0021400336	NOP vs. CLE	W	-77.77000000000004	179.97999999999993
1804	0021400333	IND @ TOR	L	-755.1400000000001	1013.4899999999999
1801	0021400330	ORL @ ATL	L	-539.6299999999999	1151.8899999999999
1800	0021400332	BKN vs. PHI	W	-219.55	-1175.77
1799	0021400334	MEM vs. CHA	W	904.3599999999999	-670.9700000000001
1798	0021400328	CHI vs. POR	W	382.43000000000006	750.2900000000003
1797	0021400339	SAS vs. LAL	L	719.21	-547.04
1796	0021400338	UTA vs. MIA	L	-728.4099999999999	-59.12999999999995
1794	0021400337	DET @ PHX	W	-809.6399999999999	-153.57999999999998
1789	0021400331	BOS vs. NYK	L	-649.1199999999999	-820.9500000000002
1786	0021400335	OKC @ MIN	W	349.62999999999994	-629.9700000000001
1784	0021400329	LAC @ WAS	L	807.4599999999999	684.4500000000002
1781	0021400342	POR @ IND	W	1274.0400000000004	-891.8100000000001
1779	0021400340	GSW @ DAL	W	2096.67	639.3000000000001
1778	0021400345	PHI vs. MEM	L	-1305.34	1036.9699999999998
1777	0021400346	HOU vs. DEN	W	814.5900000000001	-122.23000000000002
1775	0021400341	BKN @ CHA	W	-73.87	-656.6200000000001
1774	0021400343	ATL @ ORL	L	612.54	-528.0899999999999
1773	0021400344	MIL vs. LAC	W	-246.85000000000002	656.5899999999999
1771	0021400347	DET @ SAC	W	-880.4699999999999	-400.35999999999996
1765	0021400354	DEN vs. SAS	L	-263.27	794.4200000000001
1764	0021400351	LAL @ MIN	W	-397.25	-764.1000000000001
1763	0021400352	PHX @ OKC	L	-296.78	495.04999999999995
1762	0021400350	UTA @ WAS	L	-863.6199999999999	820.1000000000001
1760	0021400353	NYK vs. TOR	L	-892.6800000000002	698.6999999999999
1759	0021400349	MIA vs. CHI	L	-140.16999999999996	521.1300000000001
1758	0021400348	GSW @ NOP	W	2226.24	-84.51000000000003
1751	0021400357	BOS @ PHI	W	-561.8499999999999	-1434.72
1750	0021400358	ATL vs. CHI	W	537.75	434.25000000000006
1749	0021400359	ORL @ TOR	L	-456.0499999999999	833.4999999999999
1748	0021400356	IND vs. LAL	W	-428.01000000000005	-473.45
1747	0021400362	DET @ LAC	L	-877.4699999999999	656.8
1746	0021400360	MIL @ PHX	W	-178.65000000000003	-439.28
1745	0021400361	SAS @ POR	L	705.6200000000001	883.8400000000003
1738	0021400355	CHA @ CLE	L	-791.8300000000002	183.67999999999992
1735	0021400364	MIA @ BKN	W	-56.969999999999956	-79.09
1734	0021400365	MEM vs. GSW	W	1169.2599999999998	1155.6200000000001
1733	0021400367	DAL @ NYK	W	565.07	-1025.46
1732	0021400366	NOP vs. UTA	W	-152.01000000000005	-998.4199999999998
1731	0021400363	WAS vs. MIN	W	955.3100000000002	-897.8500000000001
1729	0021400368	OKC @ SAC	W	639.65	-542.16
1723	0021400370	CLE vs. ATL	L	173.25999999999993	673.95
1722	0021400376	MIL @ POR	L	-186.15000000000003	1018.2600000000002
1721	0021400374	TOR vs. BKN	W	967.9199999999998	-220.13
1720	0021400373	MIA vs. UTA	L	11.880000000000045	-907.8399999999998
1719	0021400375	SAS vs. MEM	L	631.3900000000001	1301.2599999999998
1718	0021400369	PHX @ CHA	W	-131.13	-926.6300000000001
1717	0021400377	IND @ LAC	L	-428.78000000000003	793.0
1713	0021400372	DET vs. DAL	L	-1010.55	701.74
1711	0021400378	HOU @ DEN	W	948.3400000000001	-403.67
1706	0021400371	ORL @ BOS	L	-594.8	-414.0199999999999
1703	0021400379	CHI vs. NYK	W	361.8500000000001	-1157.96
1702	0021400382	GSW vs. OKC	W	1074.8200000000002	258.49999999999994
1701	0021400381	MIL @ SAC	W	-254.30000000000004	-683.31
1700	0021400380	HOU vs. NOP	L	781.7400000000001	-8.810000000000045
1695	0021400392	OKC @ LAL	W	266.65	-610.57
1693	0021400384	PHI vs. CHA	L	-1563.92	-461.05000000000007
1691	0021400390	POR @ SAS	W	1152.3300000000004	483.06000000000006
1690	0021400389	CHI @ MEM	W	500.31000000000006	907.9899999999999
1689	0021400387	TOR @ DET	W	1101.9899999999998	-1143.33
1688	0021400391	LAC @ DEN	L	778.77	-318.48
1687	0021400383	UTA @ ORL	W	-756.9099999999999	-733.0799999999999
1684	0021400385	MIN @ BOS	L	-1031.25	-267.13999999999993
1682	0021400388	WAS @ MIA	W	1090.1100000000001	-129.96999999999997
1680	0021400386	BKN @ CLE	L	-360.53	177.25999999999993
1675	0021400397	DAL vs. SAS	W	837.99	335.56000000000006
1674	0021400398	DEN vs. IND	W	-172.74	-490.45000000000005
1673	0021400394	POR @ NOP	W	1286.0800000000004	-16.310000000000045
1671	0021400395	CHA vs. UTA	W	-610.1200000000001	-756.9099999999999
1670	0021400396	ATL @ HOU	W	809.72	704.8200000000002
1668	0021400393	PHX @ NYK	W	12.620000000000005	-1290.2
1666	0021400399	LAC vs. MIL	W	704.14	-186.80000000000004
1661	0021400400	NYK @ TOR	L	-1422.2	1235.7399999999998
1660	0021400403	BKN vs. DET	W	-275.34	-1275.83
1659	0021400402	LAL @ SAC	L	-747.24	-298.86999999999995
1658	0021400401	CLE vs. MEM	W	317.06999999999994	829.4699999999999
1657	0021400404	MIA vs. BOS	W	-121.21999999999996	-346.13999999999993
1656	0021400406	WAS vs. PHX	L	624.5300000000001	155.72
1655	0021400408	NOP @ OKC	W	-84.46000000000004	260.4
1652	0021400405	ORL vs. PHI	L	-870.91	-1092.96
1651	0021400407	MIN vs. IND	L	-1164.3300000000002	-176.70000000000005
1643	0021400412	MEM vs. UTA	L	676.9699999999999	-817.7699999999999
1642	0021400414	SAS vs. LAC	W	488.84000000000003	765.39
1641	0021400410	TOR @ CHI	L	769.1899999999999	638.27
1640	0021400409	DEN @ CHA	L	-177.74	-460.1200000000001
1639	0021400411	HOU vs. POR	W	703.8900000000002	1044.5300000000004
1636	0021400415	SAC @ GSW	L	-453.86999999999995	1205.2000000000003
1633	0021400413	ATL @ DAL	W	945.09	523.85
1629	0021400417	NOP @ IND	L	-16.960000000000036	-327.56000000000006
1628	0021400423	MIL vs. CHA	L	-329.90000000000003	-310.98000000000013
1627	0021400420	ATL vs. LAC	W	1080.0900000000001	616.25
1626	0021400422	PHI @ MIA	W	-1161.8500000000001	-51.909999999999954
1624	0021400425	PHX vs. DAL	W	298.22	599.35
1623	0021400418	ORL vs. BOS	W	-633.3299999999999	-485.94999999999993
1622	0021400426	LAL vs. GSW	W	-658.49	1185.3900000000003
