	GAME_ID	MATCHUP	WL	LEFT_ELO	RIGHT_ELO
1986	0021900067	NOP vs. DEN	W	-324.91999999999996	164.92000000000002
1984	0021900068	LAC vs. SAS	W	113.58999999999999	257.91999999999996
1981	0021900069	HOU @ BKN	L	257.33	-115.67
1979	0021900071	MIL @ ORL	W	180.67000000000002	7.670000000000002
1978	0021900074	DAL vs. LAL	L	36.92	322.33
1977	0021900073	CHI vs. DET	W	-377.34000000000003	-144.82999999999998
1975	0021900070	IND vs. CLE	W	35.08	-210.67000000000002
1974	0021900075	SAC vs. UTA	W	-320.74999999999994	277.34000000000003
1973	0021900072	NYK @ BOS	L	-486.59000000000003	442.33
1971	0021900076	SAS @ GSW	W	254.91999999999996	-31.92
1965	0021900080	WAS vs. MIN	L	-365.67	59.920000000000016
1963	0021900083	CHA @ GSW	W	-8.999999999999986	-168.59
1962	0021900077	OKC vs. NOP	W	-98.59	-245.74999999999994
1961	0021900081	PHX @ MEM	W	-86.82999999999998	-271.91999999999996
1959	0021900082	MIL vs. TOR	W	323.17	282.34000000000003
1958	0021900084	POR vs. PHI	L	-185.17000000000002	719.92
1955	0021900079	ORL vs. DEN	L	-134.82999999999998	166.59000000000003
1954	0021900078	BKN @ DET	L	-42.34	-134.82999999999998
1949	0021900086	HOU @ MIA	L	109.0	308.59000000000003
1948	0021900087	SAC @ NYK	W	-165.74999999999994	-621.59
1947	0021900089	DAL @ CLE	W	38.59	-353.17
1946	0021900085	IND vs. CHI	W	183.41	-302.34000000000003
1943	0021900090	UTA @ LAC	L	127.34000000000003	253.58999999999997
1941	0021900088	LAL @ SAS	W	459.0	-58.41000000000005
1937	0021900093	MEM vs. HOU	L	-408.59	114.0
1936	0021900096	POR @ GSW	L	44.829999999999984	-78.59
1935	0021900091	DET @ WAS	L	-62.94999999999999	-277.34000000000003
1932	0021900094	MIL @ MIN	W	463.17	-28.409999999999982
1931	0021900092	BKN vs. NOP	W	-32.34	-380.74999999999994
1929	0021900095	PHI @ PHX	L	400.74999999999994	53.170000000000016
1925	0021900102	MIA @ DEN	L	143.59	306.59000000000003
1924	0021900098	BOS @ CLE	W	579.0	-493.17
1922	0021900097	CHA vs. IND	W	136.0	103.41
1921	0021900099	ATL vs. SAS	W	-205.57999999999998	91.58999999999995
1919	0021900100	LAL @ CHI	W	594.0	-440.46000000000004
1916	0021900101	ORL @ OKC	L	-274.83	51.41
1913	0021900103	DET vs. NYK	W	96.49000000000001	-755.34
1912	0021900107	GSW @ HOU	L	-2.3400000000000034	256.5
1911	0021900108	MEM vs. MIN	W	-243.58999999999997	-28.409999999999982
1910	0021900110	UTA vs. PHI	W	205.46000000000004	245.74999999999994
1909	0021900111	LAC vs. MIL	L	241.70999999999998	601.29
1908	0021900109	ORL @ DAL	L	-412.95	103.59
1907	0021900106	TOR vs. SAC	W	282.34000000000003	-164.49999999999994
1905	0021900105	CHI @ ATL	W	-427.13000000000005	-135.57999999999998
1904	0021900104	IND vs. WAS	W	35.91	-202.34000000000003
1895	0021900112	CHA vs. BOS	L	-321.5	714.0
1894	0021900115	LAC vs. POR	W	168.38	-97.67000000000002
1893	0021900113	SAS vs. OKC	W	94.70999999999995	48.28999999999999
1892	0021900114	PHX vs. MIA	L	-33.70999999999999	142.34
1887	0021900121	NOP vs. TOR	L	-514.5	420.46000000000004
1886	0021900118	WAS vs. CLE	L	-340.46000000000004	-406.29
1885	0021900122	DAL vs. NYK	L	91.71000000000001	-588.12
1884	0021900117	MEM @ ORL	L	-242.33999999999997	-249.61999999999998
1883	0021900124	UTA vs. MIL	W	271.02000000000004	437.96000000000004
1881	0021900120	MIN vs. GSW	W	49.71000000000002	-139.01
1880	0021900116	DET @ IND	L	-132.51	180.35
1878	0021900119	SAC @ ATL	W	-151.16999999999993	-278.08
1877	0021900126	MIA @ LAL	L	-245.99	727.75
1872	0021900123	PHI @ DEN	L	94.49999999999994	444.71000000000004
1870	0021900125	POR vs. BKN	L	-238.23000000000002	39.53999999999999
1865	0021900129	HOU @ CHI	W	397.06	-352.63000000000005
1864	0021900128	CHA vs. NOP	L	-90.93999999999998	-422.2799999999999
1863	0021900130	MEM vs. DAL	L	-379.01	18.38000000000001
1860	0021900127	SAS vs. BOS	L	-289.73	847.75
1858	0021900131	GSW @ OKC	L	-274.51	132.73
1855	0021900137	PHX vs. BKN	W	-107.03999999999998	33.97999999999999
1854	0021900132	MIN vs. DEN	L	-184.73	581.3800000000001
1853	0021900138	ATL @ POR	L	-418.64	72.76999999999998
1852	0021900136	NYK vs. CLE	L	-585.12	-257.96000000000004
1851	0021900139	LAL vs. TOR	L	335.53	557.1300000000001
1850	0021900135	MIL @ OKC	W	363.46000000000004	53.72999999999999
1847	0021900134	CHA @ PHI	L	-233.44	171.16999999999996
1846	0021900133	ORL vs. IND	L	-175.11999999999998	322.85
1839	0021900140	DET vs. MIN	L	-198.42	-30.729999999999983
1838	0021900144	UTA @ GSW	W	410.02000000000004	-409.06
1837	0021900145	TOR @ LAC	L	392.63000000000005	307.38
1836	0021900141	BOS vs. DAL	W	980.53	-442.62
1833	0021900142	NOP vs. HOU	L	-344.2799999999999	536.06
1832	0021900143	SAS vs. MEM	L	14.269999999999953	-289.51
1827	0021900149	CHI vs. NYK	W	-415.36000000000007	-644.67
1826	0021900147	CLE @ PHI	L	-261.96000000000004	310.16999999999996
1825	0021900146	IND vs. OKC	W	463.76	-87.18
1824	0021900151	PHX vs. LAL	L	-43.03999999999998	257.53
1822	0021900148	DET @ MIA	L	-338.0	129.51
1821	0021900152	UTA vs. BKN	W	547.75	-108.52000000000001
1820	0021900150	ATL @ DEN	W	-332.64	416.88000000000005
1818	0021900153	POR @ SAC	L	-4.960000000000019	-76.66999999999993
1811	0021900157	HOU vs. LAC	W	673.79	-4.889999999999986
1810	0021900160	TOR @ POR	W	467.18000000000006	-144.54000000000002
1809	0021900158	MIN vs. SAS	W	110.18000000000002	-129.82000000000005
1808	0021900154	CHA vs. MEM	L	-374.35	-214.06
1807	0021900156	BOS vs. WAS	W	1112.53	-477.13000000000005
1806	0021900159	LAL vs. GSW	W	392.08	-542.81
1804	0021900155	PHI @ ORL	L	297.9	-237.84999999999997
1797	0021900166	DEN vs. BKN	W	341.43000000000006	-249.43
1796	0021900162	NYK vs. DAL	W	-553.42	-64.88999999999999
1794	0021900164	LAC @ NOP	L	146.78000000000003	-403.8299999999999
1793	0021900163	CHI @ MIL	L	-342.0300000000001	501.19000000000005
1792	0021900165	PHX vs. ATL	W	-115.30999999999997	-260.37
1789	0021900161	MIA @ CLE	W	267.24	-402.87000000000006
1785	0021900169	HOU vs. IND	W	810.46	-71.66000000000003
1783	0021900167	CHA vs. DET	W	11.069999999999993	-476.46000000000004
1782	0021900174	SAC @ LAL	L	-229.39999999999992	525.8299999999999
1781	0021900171	WAS @ MIN	W	-387.63000000000005	99.76000000000002
1779	0021900168	ORL vs. SAS	W	-89.51999999999998	-272.32000000000005
1778	0021900173	BOS @ GSW	W	1243.8899999999999	-675.89
1775	0021900172	OKC vs. PHI	W	-1.7600000000000051	149.57
1774	0021900170	UTA @ MEM	L	384.4200000000001	-65.73000000000002
1769	0021900178	MIA vs. NOP	W	403.90999999999997	-327.5799999999999
1768	0021900179	MIN vs. HOU	L	-46.77999999999998	946.23
1767	0021900180	DAL vs. TOR	W	-60.30999999999999	453.8500000000001
1766	0021900182	ATL @ LAC	L	-399.95	225.24000000000004
1765	0021900176	IND vs. MIL	L	156.79999999999998	637.8600000000001
1764	0021900175	BKN @ CHI	W	-89.01000000000002	-480.49000000000007
1762	0021900177	NYK vs. CHA	L	-551.5	-67.39000000000001
1761	0021900181	SAS vs. POR	L	-413.47	-133.00000000000003
1753	0021900183	CLE vs. PHI	L	-542.45	303.03
1751	0021900184	SAC vs. BOS	W	-143.97999999999993	624.72
1750	0021900187	GSW @ NOP	L	-808.39	-388.3499999999999
1748	0021900188	LAL vs. ATL	W	658.91	-538.41
1746	0021900185	WAS @ ORL	L	-462.18000000000006	57.02000000000001
1743	0021900186	DEN @ MEM	W	478.1000000000001	-219.19000000000003
1741	0021900193	POR @ HOU	L	-585.5	1081.23
1740	0021900194	SAS @ DAL	L	-553.47	80.84
1739	0021900189	CLE @ NYK	L	-680.9100000000001	-386.5
1738	0021900197	OKC @ LAC	L	-80.22	290.24
1736	0021900195	PHX vs. BOS	L	-50.729999999999976	545.1
1735	0021900196	MIN @ UTA	W	-41.77999999999998	235.19000000000005
1734	0021900190	BKN vs. IND	L	-92.47000000000003	161.79999999999998
1732	0021900191	CHA @ TOR	L	-72.39000000000001	379.62000000000006
1728	0021900192	MIL @ CHI	W	773.6300000000001	-617.99
1723	0021900199	NOP vs. POR	W	-238.3499999999999	-199.50000000000003
1722	0021900201	LAL vs. OKC	W	791.41	-145.22
1721	0021900200	SAC vs. PHX	W	2.560000000000059	-197.26999999999998
1718	0021900198	MEM vs. GSW	L	-284.19000000000005	-415.39
1715	0021900206	CLE @ MIA	L	-818.4100000000001	539.68
1714	0021900203	WAS vs. SAS	W	76.14999999999992	-692.47
1713	0021900205	BKN vs. CHA	W	-157.47000000000003	-213.72000000000003
1712	0021900208	GSW @ DAL	L	-486.95	220.84
1711	0021900204	MIL @ ATL	W	908.6300000000001	-675.91
1710	0021900212	BOS @ LAC	L	602.6	429.24
1709	0021900211	HOU @ DEN	L	465.56000000000006	613.8700000000001
1706	0021900209	CHI vs. DET	W	-529.66	-613.96
1704	0021900210	UTA @ MIN	W	237.69000000000005	24.55000000000002
1700	0021900202	NYK @ PHI	L	-535.83	293.03
1699	0021900207	TOR vs. ORL	W	517.1200000000001	-22.97999999999999
1693	0021900213	MIL vs. POR	W	1042.96	-337.62
1691	0021900214	PHX vs. NOP	L	-342.27	-90.01999999999992
1689	0021900224	HOU @ LAC	L	464.31000000000006	567.36
1688	0021900222	BOS @ DEN	L	449.6	748.8700000000001
1687	0021900216	CHA @ WAS	L	-354.03000000000003	-224.62000000000006
1685	0021900220	OKC vs. LAL	L	-284.22	923.41
1684	0021900218	PHI vs. SAS	W	432.03	-830.59
1683	0021900223	GSW @ UTA	L	-470.19	376.69000000000005
1682	0021900217	SAC @ BKN	L	-77.43999999999994	-11.470000000000027
1679	0021900221	CLE @ DAL	L	-955.08	359.84000000000003
1676	0021900219	CHI vs. MIA	L	-455.59999999999997	674.68
1673	0021900215	DET vs. ATL	W	-75.63000000000005	-812.5799999999999
1669	0021900233	MIL vs. DET	W	1176.71	-751.57
1668	0021900226	CHI @ CHA	W	-517.9499999999999	-493.44000000000005
1667	0021900232	LAL @ MEM	W	1054.9699999999998	-423.19000000000005
1666	0021900225	MIN vs. PHX	L	-120.13999999999999	-185.94
1665	0021900234	NOP @ UTA	L	-168.13999999999993	514.8100000000001
1664	0021900231	CLE vs. POR	W	-641.0200000000001	-474.97
1663	0021900228	ATL vs. TOR	L	-948.52	653.7900000000001
1662	0021900230	MIA @ PHI	L	434.00999999999993	570.15
1660	0021900229	NYK vs. SAS	L	-671.7700000000001	-292.94000000000005
1652	0021900227	ORL @ IND	L	-164.31	303.13
1649	0021900237	SAC @ WAS	W	-68.76999999999994	-227.12000000000006
1648	0021900238	PHX @ DEN	L	-493.44	883.2000000000002
1647	0021900239	LAC vs. NOP	W	704.71	-307.54999999999995
1646	0021900235	HOU vs. DAL	L	314.6000000000001	497.96000000000004
1645	0021900236	NYK vs. BKN	L	-807.0600000000001	133.21999999999997
1639	0021900249	LAL @ SAS	W	1186.1499999999999	-819.6100000000001
1638	0021900247	CHI vs. POR	L	-444.61999999999995	-311.64000000000004
1637	0021900246	TOR vs. PHI	W	789.7300000000001	407.5
1636	0021900244	SAC @ BOS	L	0.9200000000000621	448.35
1635	0021900242	IND vs. MEM	W	443.44	-561.3100000000001
1634	0021900243	ATL vs. MIN	L	-1083.81	336.33000000000004
1633	0021900245	MIA vs. CHA	W	357.75999999999993	-632.0500000000001
1632	0021900241	ORL @ DET	L	-304.62	-213.92000000000007
1630	0021900250	OKC @ GSW	W	-47.34	-602.97
1626	0021900240	CLE vs. BKN	L	-566.3100000000001	276.75
1623	0021900248	MIL vs. UTA	W	1309.9500000000003	-97.83999999999992
1617	0021900251	LAC @ DAL	W	841.3800000000001	260.31
1615	0021900252	DEN vs. WAS	W	1016.9500000000002	-366.12000000000006
1613	0021900258	TOR vs. NYK	W	925.0200000000001	-941.7800000000001
1612	0021900259	MIA @ HOU	L	418.04999999999995	391.2700000000001
1611	0021900260	MEM vs. LAC	L	-698.6600000000001	977.4300000000001
1610	0021900256	IND vs. UTA	W	582.85	278.8300000000001
1608	0021900265	POR vs. OKC	W	-162.69000000000005	-199.69
1607	0021900262	SAS vs. MIN	L	-432.50000000000006	28.830000000000013
1606	0021900254	DET @ CHA	L	-290.5900000000001	-394.94000000000005
1603	0021900264	LAL @ NOP	W	1316.98	-446.15999999999997
1602	0021900263	WAS @ PHX	W	-279.24000000000007	-336.97
1601	0021900261	ATL @ MIL	L	-1218.53	1442.73
1600	0021900266	CHI @ GSW	L	-582.51	-435.34
1599	0021900255	ORL @ CLE	W	-144.03	-702.98
1596	0021900257	PHI vs. SAC	W	334.17	-140.54999999999995
1593	0021900253	BKN @ BOS	L	44.24999999999997	583.6400000000001
1585	0021900274	UTA @ MEM	W	281.7200000000001	-835.3300000000002
1584	0021900279	WAS @ LAL	L	-956.5900000000001	1447.5099999999998
1583	0021900269	ORL vs. TOR	L	-147.64	1059.7400000000002
1582	0021900267	BOS @ BKN	L	568.3600000000001	50.82999999999997
1581	0021900271	PHI @ NYK	W	472.06	-1075.9900000000002
1578	0021900272	IND vs. ATL	W	721.46	-1352.74
1577	0021900270	MIL @ CLE	W	1575.1000000000001	-839.03
1575	0021900278	POR vs. CHI	W	-14.940000000000055	-719.76
1574	0021900268	DET vs. CHA	L	-428.4800000000001	-247.19000000000005
1573	0021900277	PHX vs. DAL	L	-479.47	186.98000000000002
1572	0021900275	OKC vs. NOP	W	36.69999999999999	-584.05
1567	0021900273	MIA vs. GSW	W	342.77	-432.34
1566	0021900276	SAS vs. LAC	W	-419.75000000000006	587.9300000000001
1559	0021900280	SAC vs. DEN	W	-131.10999999999993	700.1900000000002
1557	0021900281	PHI vs. IND	W	609.31	484.35
1555	0021900282	HOU vs. ATL	W	529.1600000000001	-1486.49
1553	0021900283	MIL vs. CHA	W	1707.1000000000001	-1000.52
1551	0021900286	MEM @ MIN	W	-521.3800000000001	20.41000000000001
1550	0021900288	DET vs. SAS	W	-415.7300000000001	-346.4200000000001
1549	0021900287	DAL @ LAL	W	324.87	752.7599999999999
1548	0021900292	WAS @ LAC	L	-420.2000000000001	512.9300000000001
1547	0021900290	GSW @ ORL	L	-565.67	-137.38
1545	0021900284	MIA @ BKN	W	478.82	43.32999999999997
1544	0021900285	NYK vs. BOS	L	-1209.7400000000002	492.5700000000001
1542	0021900289	OKC @ NOP	W	-41.19000000000001	-721.3
1540	0021900291	TOR vs. UTA	W	1193.9500000000003	-104.27999999999992
1533	0021900293	PHX @ CHA	W	-396.05	-389.84000000000003
1531	0021900296	IND @ MEM	W	411.6	-446.8800000000001
1530	0021900297	MIL vs. NYK	W	1838.77	-1343.0700000000002
1529	0021900298	SAC vs. CHI	L	-60.84999999999992	-631.43
1528	0021900294	PHI vs. UTA	W	745.98	199.05000000000007
1523	0021900295	ATL vs. GSW	W	-869.82	-698.62
1521	0021900302	DAL @ NOP	W	462.12	-857.97
1520	0021900300	ORL @ WAS	W	-66.38	-558.0900000000001
1519	0021900305	POR @ LAC	L	-168.27000000000004	649.07
1518	0021900299	CLE vs. DET	L	-974.53	-267.4000000000001
1517	0021900304	LAL @ DEN	W	822.7599999999999	547.9700000000001
1516	0021900303	SAS vs. HOU	W	-409.1500000000001	516.4100000000001
1509	0021900301	MIA @ TOR	W	614.3199999999999	652.7000000000002
1507	0021900313	MIN @ DAL	L	-123.83999999999999	598.79
1506	0021900314	UTA vs. LAL	L	53.37000000000006	879.1199999999999
1505	0021900307	MIL @ DET	W	1970.1299999999999	-1170.13
1503	0021900311	MEM @ CHI	L	-583.5500000000002	-482.56999999999994
1502	0021900315	SAC @ POR	L	-201.5999999999999	-157.59000000000003
1500	0021900309	BKN @ ATL	W	49.99999999999997	-792.7700000000001
1499	0021900310	MIA @ BOS	L	449.31999999999994	628.0700000000002
1496	0021900306	GSW @ CHA	L	-831.23	-153.54000000000002
1492	0021900312	OKC vs. IND	L	-120.19000000000001	549.9300000000001
1490	0021900308	PHX @ ORL	L	-476.8	78.62
1487	0021900318	TOR vs. HOU	L	651.0300000000002	443.0800000000001
1486	0021900317	DEN @ NYK	W	547.1800000000002	-1476.0200000000002
1485	0021900319	PHX @ NOP	W	56.52999999999997	-994.11
1484	0021900316	PHI @ WAS	L	582.12	-470.3400000000001
1479	0021900322	DET vs. IND	W	-333.8300000000001	537.6600000000001
1478	0021900329	LAL @ POR	W	1010.2099999999999	-236.29000000000002
1477	0021900323	BOS vs. DEN	W	763.0700000000002	457.6800000000002
1476	0021900324	WAS @ MIA	L	-397.0100000000001	448.86999999999995
1474	0021900326	MIN @ OKC	L	-267.16999999999996	39.80999999999999
1473	0021900328	SAS vs. SAC	W	-261.3200000000001	-341.5999999999999
1471	0021900325	CHI vs. GSW	L	-484.73999999999995	-663.52
1470	0021900320	BKN @ CHA	W	192.49999999999997	-381.66
1469	0021900321	ORL @ CLE	W	222.71	-1109.53
1468	0021900327	MIL vs. LAC	W	2101.22	634.72
1459	0021900330	DAL vs. NOP	W	734.9300000000001	-1129.76
1458	0021900331	IND @ NYK	W	1064.8300000000002	-1608.63
1457	0021900334	UTA vs. MEM	W	133.59000000000006	-719.6900000000002
1456	0021900332	CLE @ PHI	L	-1244.08	882.77
1454	0021900333	HOU vs. PHX	W	580.8100000000002	-399.38000000000005
1449	0021900339	LAC @ WAS	W	559.9300000000001	-534.7400000000001
1448	0021900342	LAL vs. MIN	W	1141.04	-409.66999999999996
1447	0021900341	OKC @ POR	W	35.48999999999999	-225.87000000000003
1446	0021900337	MIA vs. CHI	W	584.52	-622.86
1445	0021900336	ATL @ CHA	W	-851.9000000000001	-445.66
1443	0021900335	DEN @ BKN	L	457.6800000000002	334.24
1441	0021900338	TOR @ PHI	L	500.58000000000015	644.4399999999999
1438	0021900340	DAL vs. SAC	L	495.58	-255.9199999999999
1433	0021900349	MIN @ PHX	L	-551.41	-91.12000000000006
1432	0021900350	UTA vs. OKC	L	49.63000000000005	180.26999999999998
1431	0021900347	MIL vs. ORL	W	2232.0499999999997	-984.03
1430	0021900344	CLE @ BOS	L	-1378.21	897.6200000000001
1429	0021900343	LAC @ IND	W	696.1300000000001	452.95000000000016
1428	0021900351	GSW vs. MEM	L	-585.52	-630.3400000000001
1425	0021900345	TOR @ CHI	W	726.2300000000001	-760.46
1422	0021900346	SAC @ HOU	W	-109.61999999999989	567.9800000000001
1420	0021900348	NOP vs. DET	L	-1264.97	-186.9500000000001
1415	0021900353	PHI vs. DEN	W	780.64	308.82000000000016
1414	0021900355	POR vs. NYK	W	460.13	-1740.92
1413	0021900352	CHA vs. WAS	W	-284.12	-671.9100000000001
1412	0021900354	MIA vs. ATL	W	719.73	-775.6500000000001
1407	0021900359	TOR vs. LAC	L	487.9000000000001	831.9000000000001
1406	0021900358	LAL @ ORL	W	1271.6399999999999	-76.52999999999999
1404	0021900361	CHI vs. ATL	W	-597.58	-910.45
1403	0021900360	BKN vs. CHA	L	250.27999999999997	-287.08
1402	0021900365	SAC vs. OKC	W	35.80000000000011	-50.77000000000001
1401	0021900363	PHX vs. MEM	L	-322.1600000000001	-480.5500000000002
1400	0021900356	CLE vs. HOU	L	-1511.96	1019.6500000000001
1397	0021900362	MIN vs. UTA	L	-692.45	505.0300000000001
1396	0021900364	MIL vs. NOP	W	2362.6499999999996	-1399.77
1393	0021900357	BOS @ IND	L	731.7500000000001	455.5500000000002
1390	0021900366	NYK @ GSW	W	-1047.92	-718.6
1385	0021900370	DEN vs. POR	W	385.9900000000002	-143.33000000000004
1383	0021900369	DAL @ DET	W	420.78999999999996	-190.9500000000001
1382	0021900367	BOS vs. PHI	L	580.5000000000001	916.41
1381	0021900368	SAS vs. CLE	L	-264.4400000000001	-1045.3600000000001
1377	0021900379	GSW @ UTA	L	-851.38	271.18000000000006
1376	0021900372	PHI vs. NOP	W	1051.78	-1534.19
1375	0021900378	NYK @ SAC	W	-969.6500000000001	-119.59999999999988
1374	0021900375	CHA @ CHI	W	-140.82999999999998	-599.25
1373	0021900377	LAC @ MIN	W	967.2700000000001	-832.8499999999999
1372	0021900376	MEM vs. MIL	L	-1681.7500000000002	2493.0299999999997
1371	0021900373	IND @ ATL	W	594.0100000000002	-1044.87
1370	0021900374	LAL @ MIA	W	1402.02	254.52999999999997
1364	0021900371	ORL vs. HOU	L	-218.32999999999998	632.2500000000001
1359	0021900386	HOU vs. DET	L	619.3700000000001	-255.7600000000001
1358	0021900385	CLE @ MIL	L	-968.4400000000002	2623.22
1357	0021900383	MEM vs. WAS	W	-543.8700000000002	-808.58
1356	0021900384	MIA @ DAL	W	553.9499999999999	481.98999999999995
1353	0021900381	TOR vs. BKN	W	639.1000000000001	105.67999999999998
1352	0021900387	DEN vs. OKC	W	524.1100000000001	-42.57000000000001
1351	0021900382	CHI vs. LAC	W	-661.75	802.2700000000001
1346	0021900380	PHX vs. SAS	L	-463.9600000000001	-253.4400000000001
1343	0021900392	DEN vs. NYK	W	661.7100000000003	-1117.43
1342	0021900393	GSW vs. SAC	L	-983.88	114.25000000000011
1341	0021900389	IND vs. CHA	W	731.9700000000003	-370.30999999999995
1339	0021900391	BKN vs. PHI	W	111.82999999999998	811.78
1336	0021900390	LAL @ ATL	W	1532.21	-1178.94
1335	0021900388	ORL @ NOP	W	690.52	-1668.26
1331	0021900397	MEM vs. MIA	W	-395.54000000000025	614.3199999999999
1330	0021900396	SAS @ HOU	L	-256.9000000000001	546.0400000000001
1329	0021900400	POR @ PHX	W	-57.59000000000003	-605.1100000000001
1328	0021900395	TOR vs. CLE	W	701.2200000000001	-1102.5100000000002
1327	0021900399	OKC vs. CHI	W	-33.720000000000006	-588.82
1326	0021900398	MIL vs. DAL	L	1403.2199999999998	407.75999999999993
1322	0021900394	WAS @ DET	W	-644.7800000000001	-185.0200000000001
1317	0021900405	UTA vs. ORL	W	411.74000000000007	-65.03999999999999
1316	0021900401	CHA vs. SAC	W	-285.47999999999996	-41.30999999999989
1315	0021900404	BKN @ NOP	W	253.67999999999998	-1802.01
1313	0021900406	PHX @ LAC	L	-745.6700000000001	726.9300000000001
1311	0021900402	LAL @ IND	L	1137.21	869.4700000000003
1310	0021900403	ATL @ NYK	L	-1312.69	-726.1800000000001
1305	0021900412	OKC vs. MEM	W	110.72	-473.04000000000025
1304	0021900414	ORL @ DEN	L	-206.29	798.8300000000003
1303	0021900409	CHI @ WAS	W	-651.6500000000001	-570.5500000000001
1302	0021900413	DAL vs. BOS	L	469.42999999999995	580.3000000000001
1301	0021900411	NOP @ MIN	W	-960.46	-972.66
1300	0021900415	GSW @ POR	L	-1116.12	-61.34000000000003
1299	0021900408	TOR @ DET	W	837.8900000000001	-325.0200000000001
1295	0021900410	PHI vs. MIA	L	661.4399999999999	539.3199999999999
1294	0021900407	CLE vs. CHA	W	-1086.2600000000002	-215.15999999999997
1287	0021900419	HOU @ LAC	W	683.5400000000001	712.4300000000001
1285	0021900417	MIL vs. LAL	W	1398.0499999999997	982.04
1284	0021900416	UTA @ ATL	W	551.74	-1446.14
1283	0021900418	SAS vs. BKN	W	-321.1600000000001	244.92999999999998
1279	0021900427	MIN @ DEN	L	-1111.92	935.5000000000002
1278	0021900426	OKC vs. PHX	W	254.47	-885.6700000000001
