	GAME_ID	MATCHUP	WL	LEFT_ELO	RIGHT_ELO
2321	0021800073	WAS @ SAC	L	-171.92000000000002	-108.59000000000003
2320	0021800071	MIL @ MIN	W	649.92	-73.17
2313	0021800074	DET vs. BOS	L	149.92000000000002	273.17
2312	0021800081	ORL @ MIL	L	-304.83	780.75
2311	0021800080	PHX @ MEM	L	-562.3299999999999	37.329999999999984
2310	0021800075	NOP vs. UTA	L	314.91999999999996	142.67000000000002
2308	0021800076	CHI @ ATL	W	-311.59000000000003	-151.92000000000002
2307	0021800078	CHA @ PHI	L	-45.17	44.829999999999984
2305	0021800082	SAS vs. LAL	W	50.67	-96.58999999999999
2302	0021800077	IND @ CLE	W	203.17000000000002	-660.75
2300	0021800079	POR @ MIA	L	121.91999999999999	114.33
2295	0021800085	OKC vs. PHX	W	125.07999999999998	-699.0
2294	0021800083	BKN vs. GSW	L	-263.17	633.59
2292	0021800084	DAL vs. UTA	L	-385.17	285.17
2291	0021800086	WAS @ LAC	L	-308.59000000000003	154.82999999999998
2287	0021800093	LAL @ MIN	L	-236.58999999999997	11.829999999999998
2286	0021800094	DAL @ SAS	L	-525.1700000000001	193.17000000000002
2285	0021800090	NYK vs. BKN	W	-229.0	-403.17
2284	0021800087	POR @ IND	W	123.58999999999999	193.17000000000002
2282	0021800089	MIA vs. SAC	L	106.83	36.40999999999997
2281	0021800095	NOP @ DEN	L	160.74999999999994	290.74999999999994
2278	0021800092	MIL vs. TOR	W	910.75	10.75
2275	0021800091	GSW @ CHI	W	767.34	-236.59000000000003
2274	0021800088	PHI vs. ATL	W	189.82999999999998	-294.42
2269	0021800102	WAS @ MEM	L	-443.59000000000003	-45.170000000000016
2268	0021800098	SAC @ ORL	W	178.90999999999997	-444.83
2267	0021800096	CHA vs. MIA	W	-37.67	-38.17
2265	0021800101	HOU vs. POR	L	-172.34000000000003	263.59
2264	0021800103	LAC @ OKC	L	144.82999999999998	-20.750000000000014
2262	0021800100	TOR vs. PHI	W	455.13	182.32999999999998
2261	0021800099	BOS vs. DET	W	413.17	70.75
2260	0021800097	CLE vs. ATL	W	-115.75	-434.42
2253	0021800109	DAL @ LAL	L	-663.29	75.29000000000002
2252	0021800108	NOP @ GSW	L	10.749999999999943	900.12
2250	0021800106	CHI vs. DEN	L	-374.71000000000004	350.74999999999994
2248	0021800105	NYK vs. IND	L	-302.75	121.29000000000002
2247	0021800110	SAS @ PHX	W	333.17	-834.0
2246	0021800107	UTA @ MIN	L	125.17000000000002	83.71
2243	0021800104	DET @ BKN	L	-79.25	-316.29
2239	0021800116	POR vs. NOP	W	401.71	-136.13000000000005
2238	0021800115	MIL @ BOS	L	215.12999999999994	551.29
2237	0021800113	PHI vs. LAC	W	187.89	-2.0500000000000114
2236	0021800114	ATL vs. SAC	L	-572.54	319.46999999999997
2235	0021800111	CHA vs. OKC	L	-193.23000000000002	129.25
2232	0021800112	CLE vs. DEN	L	-185.13	484.49999999999994
2227	0021800120	CHI vs. IND	L	-511.38000000000005	261.85
2226	0021800118	HOU @ BKN	W	-7.340000000000018	-242.96000000000004
2225	0021800117	ORL vs. LAC	L	-582.95	3.5099999999999874
2223	0021800122	MEM @ UTA	W	94.82999999999998	53.29000000000002
2221	0021800119	WAS vs. OKC	L	-577.34	276.13
2220	0021800124	MIN @ GSW	L	-371.85	1032.12
2216	0021800123	TOR @ PHX	W	587.91	-967.75
2214	0021800121	NYK @ DAL	W	10.579999999999984	-799.96
2211	0021800128	MIA @ ATL	L	-180.67000000000002	-409.21000000000004
2210	0021800132	POR vs. LAL	L	238.38	-76.38
2209	0021800127	IND vs. BOS	W	400.85	387.96000000000004
2207	0021800131	UTA @ DEN	L	-91.14999999999998	617.28
2205	0021800125	DET @ PHI	L	-226.13	255.39
2203	0021800129	CHI vs. HOU	L	-646.8800000000001	143.90999999999997
2200	0021800130	NOP @ SAS	L	-280.57000000000005	471.29
2198	0021800126	CHA vs. CLE	W	-35.730000000000004	-317.90999999999997
2195	0021800135	WAS vs. NYK	W	-335.12	-289.92
2194	0021800133	MIL vs. SAC	W	359.0199999999999	83.46999999999997
2193	0021800134	BKN vs. PHI	W	-306.96000000000004	246.29999999999998
2192	0021800136	PHX vs. MEM	W	-575.53	7.949999999999983
2191	0021800138	POR vs. MIN	W	313.88	-64.35000000000001
2190	0021800139	LAL vs. TOR	L	-80.38	719.91
2187	0021800137	ORL @ SAS	W	-419.62	307.96000000000004
2181	0021800141	IND vs. HOU	L	163.58000000000004	292.24
2180	0021800148	LAC vs. MIN	W	146.01	-205.26
2178	0021800145	DEN vs. BOS	W	749.28	238.46000000000004
2177	0021800142	CLE @ ORL	L	-449.90999999999997	-270.12
2175	0021800147	GSW vs. MEM	W	1163.48	-140.38000000000002
2173	0021800140	MIA @ DET	W	-96.23	-370.57
2172	0021800146	UTA vs. TOR	L	-233.64999999999998	851.27
2171	0021800144	OKC vs. NOP	W	420.57	-423.07000000000005
2170	0021800143	CHI @ NYK	W	-481.43000000000006	-427.65000000000003
2163	0021800152	POR vs. MIL	W	376.61	416.0199999999999
2162	0021800150	DAL vs. WAS	W	-485.46000000000004	-257.12
2161	0021800151	BKN @ PHX	W	-159.69000000000003	-572.53
2159	0021800149	CHA vs. ATL	W	33.36	-334.71000000000004
2155	0021800160	UTA vs. DAL	W	-74.55999999999997	-410.01000000000005
2154	0021800153	OKC @ CLE	W	563.0699999999999	-581.27
2153	0021800162	MIN @ LAL	L	-344.84000000000003	-146.29
2152	0021800158	DEN @ MEM	L	505.63999999999993	-136.38000000000002
2151	0021800161	SAC vs. TOR	L	-63.800000000000026	982.1
2150	0021800156	SAS @ MIA	L	158.46000000000004	49.769999999999996
2149	0021800154	ORL vs. DET	L	-272.85	-138.07
2148	0021800159	CHI @ NOP	L	-405.18000000000006	-113.98000000000005
2144	0021800157	IND vs. PHI	L	165.25000000000006	250.88
2143	0021800155	ATL vs. NYK	L	-472.44000000000005	-339.32000000000005
2135	0021800163	OKC vs. HOU	W	703.98	213.23999999999998
2134	0021800165	POR vs. LAC	W	513.28	136.92
2132	0021800164	BOS @ PHX	W	241.19000000000003	-632.0799999999999
2130	0021800166	MIL @ GSW	W	337.37999999999994	694.3100000000001
2127	0021800171	DEN vs. BKN	L	351.4699999999999	-14.270000000000039
2126	0021800169	DET @ ATL	W	6.02000000000001	-609.1100000000001
2125	0021800168	CHA @ PHI	L	-49.14	317.03
2122	0021800173	MIN @ SAC	L	-483.3	240.77999999999997
2121	0021800172	BOS @ UTA	L	305.77000000000004	70.86000000000003
2120	0021800170	IND @ MIA	W	168.71000000000006	43.86
2119	0021800167	ORL vs. WAS	W	-337.43	-391.67
2113	0021800178	CHI vs. CLE	W	-165.95000000000005	-712.0999999999999
2112	0021800182	GSW vs. BKN	W	614.69	-95.42000000000004
2111	0021800175	LAC vs. MIL	W	66.49999999999999	396.12999999999994
2109	0021800174	TOR vs. NYK	W	1112.48	-340.09000000000003
2107	0021800183	SAC vs. LAL	L	-68.07000000000002	-0.8699999999999903
2105	0021800177	WAS @ MIA	W	-300.42	-98.64
2103	0021800181	DAL vs. OKC	W	-471.68000000000006	318.56
2102	0021800179	PHI @ MEM	L	307.03	4.529999999999973
2098	0021800176	NOP vs. PHX	W	31.439999999999955	-765.8299999999999
2096	0021800180	HOU @ SAS	L	72.32999999999998	236.19000000000003
2093	0021800186	NYK vs. ORL	L	-477.59000000000003	-190.89
2092	0021800185	IND @ HOU	L	233.71000000000006	82.74999999999999
2091	0021800184	DET vs. CHA	L	-1.4799999999999898	-42.99
2090	0021800189	LAL vs. ATL	W	142.98000000000002	-744.8800000000001
2087	0021800187	DEN vs. MIL	L	199.5499999999999	469.2099999999999
2083	0021800188	BOS @ POR	L	159.23000000000005	649.05
2081	0021800190	ORL @ WAS	L	-195.89	-223.5
2080	0021800193	DAL @ CHI	W	-322.45000000000005	-390.95000000000005
2079	0021800196	PHX @ OKC	L	-898.91	472.02
2078	0021800191	PHI @ MIA	W	386.03	-239.79
2077	0021800194	MEM vs. UTA	L	-155.89000000000001	214.71000000000004
2076	0021800192	NOP @ TOR	W	175.28999999999996	642.48
2073	0021800197	SAC vs. SAS	W	-63.07000000000003	225.77000000000004
2070	0021800195	BKN @ MIN	L	-237.92000000000004	-245.8
2068	0021800198	LAC vs. GSW	W	207.64999999999998	672.19
2063	0021800200	HOU @ DEN	W	229.29	49.5499999999999
2062	0021800199	CLE vs. CHA	W	-467.47999999999996	24.509999999999998
2060	0021800201	GSW vs. ATL	W	894.19	-879.8800000000001
2057	0021800204	CHI @ BOS	L	-527.6200000000001	164.23000000000005
2056	0021800205	BKN vs. MIA	L	-379.25000000000006	-154.79
2055	0021800208	NOP @ MIN	L	92.78999999999996	-97.47000000000003
2054	0021800203	WAS vs. CLE	W	-73.5	-387.47999999999996
2053	0021800207	MIL vs. MEM	L	379.2099999999999	-77.43000000000004
2052	0021800206	TOR vs. DET	L	637.15	4.670000000000016
2051	0021800212	POR @ LAL	L	259.05	285.48
2050	0021800202	PHI @ ORL	L	301.34	-262.21999999999997
2048	0021800209	NYK @ OKC	L	-614.26	387.02
2044	0021800211	SAS @ PHX	L	79.23000000000005	-731.41
2042	0021800210	UTA @ DAL	L	-17.789999999999964	-174.95000000000005
2035	0021800213	HOU vs. GSW	W	374.28999999999996	652.94
2034	0021800214	ATL @ DEN	L	-1014.2100000000002	576.2199999999999
2031	0021800215	SAS @ LAC	L	-65.76999999999995	347.65
2029	0021800217	IND vs. MIA	W	162.71000000000006	-83.78999999999999
2028	0021800219	WAS vs. BKN	L	-150.17000000000002	-294.56000000000006
2027	0021800216	TOR @ BOS	L	483.7099999999999	305.56000000000006
2026	0021800220	SAC @ MEM	L	3.2599999999999696	62.569999999999965
2025	0021800221	POR @ MIN	L	333.38	49.40999999999997
2022	0021800223	MIL vs. CHI	W	453.5399999999999	-663.5600000000001
2021	0021800222	NOP vs. NYK	W	24.119999999999962	-750.2
2020	0021800218	PHI vs. UTA	W	230.74999999999997	-11.459999999999965
2013	0021800224	BKN vs. LAC	L	-448.97	486.65
2012	0021800227	LAL @ ORL	L	126.81000000000002	-117.52999999999997
2011	0021800225	PHI @ CHA	W	371.31	-119.16
2010	0021800231	HOU vs. SAC	W	517.96	-141.43000000000004
2009	0021800229	BOS vs. UTA	L	295.87000000000006	-3.9599999999999653
2008	0021800230	CHI vs. TOR	L	-798.85	781.9499999999999
2004	0021800232	GSW @ DAL	L	501.18000000000006	-28.950000000000045
2003	0021800226	ATL @ IND	L	-1147.96	303.0200000000001
2002	0021800228	NOP vs. DEN	W	166.61999999999995	189.33999999999992
2001	0021800233	OKC @ PHX	W	526.02	-653.41
1993	0021800234	MIN vs. MEM	L	-30.000000000000032	201.56999999999996
1992	0021800237	POR @ WAS	W	334.32	-288.29
1990	0021800235	MIA vs. LAL	L	-224.1	57.12000000000002
1988	0021800236	ORL vs. NYK	W	26.00000000000003	-885.49
1987	0021800238	GSW @ SAS	L	350.9000000000001	165.56000000000006
1983	0021800241	IND vs. UTA	W	442.4300000000001	-85.42999999999996
1982	0021800244	DAL @ MEM	L	-184.26000000000005	339.68999999999994
1981	0021800239	CHA vs. BOS	W	-36.66	150.28000000000006
1980	0021800246	SAS @ NOP	L	-66.93999999999996	308.0899999999999
1979	0021800245	DEN @ MIL	L	116.68999999999991	439.4799999999999
1978	0021800240	DET vs. CLE	W	72.17000000000002	-519.48
1976	0021800247	SAC vs. OKC	W	-134.96000000000004	439.14
1974	0021800243	LAC @ ATL	W	624.77	-1281.2000000000003
1972	0021800242	PHX @ PHI	L	-787.16	511.05
1965	0021800251	POR @ NYK	W	471.67	-1020.21
1963	0021800250	BKN @ MIA	W	-139.53000000000003	-363.51
1961	0021800249	WAS vs. LAC	W	-275.64000000000004	387.12
1959	0021800248	ORL vs. TOR	L	-56.49999999999997	691.67
1957	0021800256	CLE vs. LAL	L	-651.04	198.59000000000003
1956	0021800253	PHI vs. NOP	W	650.05	223.64999999999995
1954	0021800261	DAL vs. BKN	W	-250.73000000000005	-219.27000000000004
1953	0021800263	SAC @ UTA	W	7.539999999999964	-77.92999999999996
1952	0021800252	CHA vs. IND	W	31.870000000000005	356.04000000000013
1951	0021800259	POR @ MIL	L	308.34000000000003	574.77
1949	0021800257	CHI vs. PHX	W	-633.57	-920.4
1948	0021800258	DET @ HOU	L	-236.5	660.46
1947	0021800264	GSW vs. OKC	L	201.9500000000001	591.49
1945	0021800255	BOS vs. NYK	L	5.84000000000006	-554.4200000000001
1944	0021800254	ATL vs. TOR	L	-1413.98	825.88
1943	0021800262	MEM @ SAS	W	477.03999999999996	-60.469999999999956
1941	0021800260	MIN vs. DEN	L	-170.56000000000003	120.29999999999991
1931	0021800277	POR @ GSW	L	309.39000000000004	354.2000000000001
1930	0021800275	MIL vs. PHX	L	484.48999999999995	-828.18
1929	0021800265	BKN vs. MIN	L	-360.02000000000004	-160.30000000000004
1928	0021800274	OKC vs. CHA	W	505.1	-50.629999999999995
1926	0021800273	CHI vs. MIA	L	-557.7800000000001	-277.12
1925	0021800268	ATL vs. BOS	L	-1546.3500000000001	762.4200000000001
1924	0021800278	UTA @ LAL	L	-219.50999999999996	339.15000000000003
1923	0021800270	CLE @ PHI	W	-557.2199999999999	488.38
1922	0021800272	IND vs. SAS	L	208.93000000000012	22.030000000000044
1921	0021800271	TOR vs. WAS	W	959.63	-427.31000000000006
1920	0021800267	HOU @ DET	L	426.92999999999995	-6.189999999999987
1919	0021800269	NOP @ NYK	L	78.38999999999996	-553.1700000000001
1917	0021800276	DEN vs. ORL	W	260.0399999999999	-199.91999999999996
1916	0021800266	MEM @ LAC	L	238.70999999999995	313.79
1903	0021800281	MIN vs. CHI	W	-14.30000000000004	-693.2800000000001
1902	0021800282	OKC vs. DEN	L	342.99	399.0399999999999
1901	0021800280	WAS vs. NOP	W	-115.20000000000005	-65.86000000000004
1900	0021800283	DAL vs. BOS	W	-106.29000000000005	154.92000000000007
1899	0021800284	MIL vs. SAS	W	408.69999999999993	15.450000000000045
1897	0021800285	SAC @ GSW	L	-75.88000000000004	492.5300000000001
1895	0021800279	CLE vs. HOU	W	-403.0499999999999	282.48999999999995
1889	0021800288	ATL vs. CHA	W	-928.3500000000001	-119.05
1888	0021800291	NYK @ MEM	W	-403.1700000000001	89.75999999999996
1887	0021800287	DET vs. PHX	W	135.28000000000003	-750.55
1886	0021800293	POR vs. LAC	L	161.64000000000004	451.68
1885	0021800289	PHI @ BKN	W	566.11	-500.02000000000004
1880	0021800292	SAC vs. UTA	L	-145.13000000000005	-60.25999999999996
1879	0021800290	TOR vs. MIA	W	1092.96	-205.01
1876	0021800286	ORL @ LAL	W	-192.41999999999996	253.89000000000004
1873	0021800294	CHA vs. MIL	W	-111.55	469.19999999999993
1872	0021800296	HOU @ WAS	L	139.06999999999994	-117.45000000000005
1871	0021800299	IND @ UTA	W	212.93000000000012	-65.25999999999996
1870	0021800298	NOP vs. BOS	L	-209.19000000000005	86.59000000000007
1868	0021800300	GSW vs. ORL	W	630.2600000000001	-274.09
1865	0021800295	MIN @ CLE	W	130.69999999999996	-400.4199999999999
1861	0021800297	CHI vs. SAS	L	-828.2800000000001	97.95000000000005
1859	0021800301	NYK @ DET	L	-479.31000000000006	275.84000000000003
1858	0021800303	MEM vs. TOR	L	-57.99000000000004	1225.91
1857	0021800304	LAL @ DEN	L	107.89000000000004	537.3699999999999
1855	0021800302	ATL @ MIA	W	-775.0200000000001	-344.01
1854	0021800305	IND @ PHX	W	352.9300000000001	-884.3
1849	0021800308	UTA @ BKN	W	93.83000000000004	-639.34
1848	0021800306	CHA vs. ATL	W	31.78	-772.9700000000001
1847	0021800314	ORL @ POR	L	-266.59	314.97
1845	0021800315	LAC vs. PHX	W	588.9300000000001	-1017.63
1844	0021800311	SAS @ MIN	L	-208.71999999999997	274.78999999999996
1842	0021800310	CHI @ MIL	L	-962.83	619.1999999999999
1840	0021800307	PHI vs. NYK	W	554.81	-616.48
1839	0021800312	WAS @ NOP	L	-120.78000000000004	-51.69000000000004
1838	0021800309	DAL @ HOU	W	37.12999999999995	-3.4300000000000637
1837	0021800313	CLE @ OKC	L	-534.1699999999998	495.24
1829	0021800318	LAC @ SAC	W	725.6	-288.46000000000004
1828	0021800316	TOR vs. GSW	W	1358.52	542.4300000000001
1825	0021800317	LAL vs. IND	W	112.89000000000004	342.2500000000001
1823	0021800319	BOS vs. CLE	W	229.0900000000001	-667.4999999999999
1822	0021800324	NOP @ MIA	L	16.56999999999996	-332.34
1821	0021800327	ORL @ PHX	W	-258.33	-1150.58
1819	0021800325	OKC vs. ATL	W	558.5699999999999	-907.1000000000001
1818	0021800326	SAS vs. HOU	L	-126.21999999999996	154.89999999999992
1817	0021800329	POR vs. DEN	L	4.2900000000000205	675.0999999999999
1816	0021800320	CHA vs. UTA	L	-50.72	13.610000000000042
1815	0021800328	LAL vs. DAL	W	253.80000000000004	-45.37000000000005
1814	0021800321	CHI @ DET	L	-1096.96	415.58000000000004
1813	0021800323	MEM @ BKN	W	320.34	-778.04
1806	0021800322	WAS @ PHI	L	-260.1	692.93
1801	0021800333	WAS vs. BKN	W	126.19999999999999	-916.16
1800	0021800330	NYK vs. MIL	W	-603.15	455.3399999999999
1799	0021800335	BOS @ MIN	W	370.8300000000001	-31.95000000000003
1798	0021800334	HOU vs. CHI	W	298.9899999999999	-1230.71
1797	0021800332	CLE vs. TOR	L	-800.4499999999999	1490.81
1796	0021800331	DET vs. GSW	W	554.58	394.1000000000001
1791	0021800336	SAC vs. IND	W	-130.96000000000004	195.9500000000001
1787	0021800338	NOP @ CHA	W	-50.930000000000035	-118.98
1786	0021800341	LAC @ DAL	L	561.74	-113.70000000000005
1785	0021800339	UTA @ MIA	L	-67.42999999999995	-185.07
1784	0021800342	SAS vs. POR	W	-42.95999999999995	157.99
1783	0021800340	MEM @ PHI	L	-140.34000000000003	830.53
1782	0021800337	LAL vs. PHX	W	394.02000000000004	-1283.19
1775	0021800344	GSW @ ATL	W	546.7	-1040.8500000000001
1774	0021800346	NYK vs. WAS	L	-529.35	-101.92000000000002
1773	0021800348	MIN vs. HOU	W	50.54999999999997	292.2499999999999
1772	0021800347	TOR vs. DEN	L	647.8100000000001	812.27
1771	0021800343	OKC @ DET	W	696.3	167.91000000000003
1767	0021800345	BKN vs. CLE	L	-1053.76	-633.06
1764	0021800349	LAC @ NOP	W	487.39	17.269999999999964
1761	0021800350	CHI @ IND	L	-1364.1100000000001	650.5300000000001
1760	0021800354	UTA vs. SAS	W	-59.22999999999996	-48.99999999999995
1759	0021800353	PHX vs. SAC	L	-1415.48	-62.700000000000045
1757	0021800352	POR @ DAL	L	12.569999999999993	28.799999999999955
1755	0021800351	ORL @ MIA	W	-114.36999999999998	-188.76999999999998
1751	0021800362	CHA @ MIN	L	-261.48	193.74999999999997
1750	0021800358	OKC @ BKN	W	833.4699999999999	-1190.88
1749	0021800364	LAL vs. SAS	W	533.6	-190.79999999999995
1748	0021800359	PHI @ TOR	L	667.65	944.5400000000001
1747	0021800357	ATL vs. WAS	L	-1174.25	44.079999999999984
1746	0021800361	MIL vs. DET	W	380.9899999999999	170.64000000000001
1745	0021800363	DAL @ NOP	L	20.539999999999953	-50.23000000000003
1743	0021800360	MEM vs. LAC	W	13.359999999999967	549.06
1741	0021800356	ORL vs. DEN	L	-571.17	948.9399999999999
1740	0021800355	GSW @ CLE	W	535.1600000000001	-555.3499999999999
1731	0021800366	PHX @ POR	L	-1547.48	542.97
1730	0021800367	UTA vs. HOU	W	84.62000000000003	149.7499999999999
1728	0021800365	BOS vs. NYK	W	511.8700000000001	-666.47
1725	0021800375	LAL @ SAS	L	372.6	-181.94999999999996
1724	0021800373	CHI vs. OKC	W	-972.19	670.1399999999999
1723	0021800369	PHI @ DET	W	594.3199999999999	24.340000000000003
1722	0021800377	MIL vs. GSW	L	292.6599999999999	673.1200000000001
1720	0021800374	MEM @ NOP	W	152.93999999999997	17.919999999999966
1719	0021800376	PHX vs. MIA	L	-1679.21	-253.35
1715	0021800371	BKN vs. TOR	W	-727.55	1002.32
1713	0021800368	DEN @ CHA	L	560.14	-178.28000000000003
1712	0021800372	SAC @ CLE	W	79.79999999999995	-688.7499999999999
1710	0021800370	IND @ ORL	W	340.93000000000006	-263.66999999999996
1705	0021800382	NYK vs. BKN	L	-803.14	-578.8
1704	0021800380	ATL vs. DEN	W	-1007.3300000000002	410.90999999999997
1703	0021800384	LAL @ MEM	W	301.06	141.93999999999997
1702	0021800383	BOS @ CHI	W	652.2700000000001	-1194.97
1701	0021800378	DAL vs. HOU	W	-48.420000000000044	7.949999999999875
1700	0021800381	CLE vs. WAS	W	-671.8299999999999	-35.73000000000002
1698	0021800385	MIN @ POR	L	186.24999999999997	234.12
1697	0021800386	LAC vs. MIA	L	400.25999999999993	-107.35
1692	0021800379	SAC @ IND	L	-153.40000000000003	480.74000000000007
1687	0021800388	MIL @ TOR	W	368.8599999999999	849.82
1686	0021800387	DET vs. NOP	L	-121.08	-49.580000000000034
1685	0021800389	NYK vs. CHA	L	-939.39	-34.430000000000035
1681	0021800390	UTA @ SAS	L	2.7700000000000387	-37.50999999999996
1679	0021800400	GSW vs. MIN	W	810.6200000000001	43.099999999999966
1678	0021800394	CHI vs. SAC	L	-1028.72	2.749999999999943
1677	0021800393	BOS vs. NOP	W	792.0800000000002	-356.48
1675	0021800401	LAL vs. MIA	W	440.32	-187.16
1674	0021800395	CLE @ MIL	L	-594.6099999999999	505.9799999999999
1673	0021800396	OKC vs. UTA	W	596.3399999999999	-64.72999999999996
1672	0021800391	IND vs. WAS	W	620.0	-176.29000000000002
1671	0021800398	DEN vs. MEM	W	412.58	-4.600000000000023
1670	0021800392	PHI vs. DET	W	731.8199999999999	-265.68
1667	0021800399	LAC @ PHX	W	402.37999999999994	-1810.69
1662	0021800397	ORL @ DAL	L	-405.52	93.37999999999995
1657	0021800402	HOU vs. POR	W	91.79999999999987	224.68
1656	0021800404	LAC vs. TOR	L	465.3399999999999	848.2700000000001
1654	0021800403	PHX @ SAS	L	-1941.94	106.24000000000004
1651	0021800411	OKC @ NOP	L	658.4599999999999	-48.98000000000003
1650	0021800406	NYK @ CLE	L	-1075.25	-653.3599999999999
1649	0021800409	BOS @ WAS	W	931.3400000000001	-316.29
1648	0021800405	DET @ CHA	L	-409.53	108.71999999999997
1647	0021800410	POR @ MEM	L	79.68	74.65999999999998
1645	0021800414	SAC vs. MIN	W	69.59999999999994	-99.40000000000003
1644	0021800407	IND vs. MIL	W	758.75	492.6499999999999
1642	0021800408	PHI vs. BKN	L	568.89	-430.87
1641	0021800412	DAL vs. ATL	W	234.52999999999994	-930.1100000000001
1638	0021800415	GSW vs. TOR	L	647.6900000000002	982.6000000000001
1637	0021800413	MIA @ UTA	L	-252.72	18.37000000000004
1629	0021800416	HOU vs. LAL	W	236.23999999999987	354.07
1628	0021800418	CHI @ ORL	L	-1162.17	-171.76999999999998
1626	0021800419	DAL @ PHX	L	150.08999999999995	-1322.97
1625	0021800417	SAS vs. LAC	W	249.34000000000003	317.8399999999999
1621	0021800421	CHA vs. NYK	L	26.219999999999963	-835.75
1620	0021800424	PHI vs. IND	L	570.56	897.0300000000001
1619	0021800427	TOR @ POR	L	966.6300000000001	85.37
1618	0021800422	WAS @ BKN	L	-455.77	-283.7
